,author_name,quotes,char_length,keyword
35,Simon Sinek,"If you want to feel happy, do something for yourself. If you want to feel fulfilled, do something for someone else.",115,Love
36,Vincent van Gogh,Conscience is a man's compass. ,31,Love
37,John Wooden,Don't let making a living prevent you from making a life.,57,Love
38,Meister Eckhart,The eye with which I see God is the same eye with which God sees me.,68,Love
39,Robert Greene,"Life goes by very fast. And the worst thing in life that you can have is a job that you hate, and have no energy and creativity in.",131,Love
40,Meister Eckhart,"If the only prayer you ever say in your entire life is thank you, it will be enough.",84,Love
41,Barack Obama,"If you run you stand a chance of losing, but if you don't run you've already lost.",82,Love
42,Buddha,There is no fear for one whose mind is not filled with desires.,63,Love
43,William James,Anything you may hold firmly in your imagination can be yours.,62,Love
44,Lao Tzu,A journey of a thousand miles begins with a single step.,56,Love
45,Plato,"Human behavior flows from three main sources: desire, emotion, and knowledge.",77,Love
46,Richard Bach,"No matter how qualified or deserving we are, we will never reach a better life until we can imagine it for ourselves and allow ourselves to have it.",148,Love
47,Alexander Graham Bell,Leave the beaten track behind occasionally and dive into the woods. Every time you do you will be certain to find something you have never seen before.,151,Love
48,Robert Greene,"What kills the creative force is not age or lack of talent, but our own spirit, our own attitude.",97,Love
49,Colin Powell,Leadership is solving problems,30,Love
0,Cherie Gilderbloom,The best dreams happen when you're awake.,41,Pain
1,Bob Dylan,You don't need a weatherman to know which way the wind blows.,61,Pain
2,Ayn Rand,"To achieve, you need thought. You have to know what you are doing and that's real power.",88,Pain
3,Eleanor Roosevelt,"Life was meant to be lived, and curiosity must be kept alive. One must never, for whatever reason, turn his back on life.",121,Pain
4,Norman Vincent Peale,Throw your heart over the bar and your body will follow.,56,Pain
5,Ayn Rand,The businessman's tool is value.,32,Pain
6,Ayn Rand,Integrity is the ability to stand by an idea.,45,Pain
7,Roy T. Bennett,"You cannot control the behavior of others, but you can always choose how you respond to it.",91,Pain
8,Isaac Newton,No great discovery was ever made without a bold guess. ,55,Pain
9,Johann Wolfgang von Goethe,By seeking and blundering we learn.,35,Pain
10,Toni Morrison,"Definitions belong to the definers, not the defined.",52,Pain
11,Zen Proverb,"A strong man overcomes an obstacle, a wise man goes the whole way.",66,Pain
12,Eleanor Roosevelt,"You have to accept whatever comes, and the only important thing is that you meet it with the best you have to give.",115,Pain
13,Confucius,Everything has beauty but not everyone sees it.,47,Pain
14,Brian Tracy,The greatest gift that you can give to others is the gift of unconditional love and acceptance. ,96,Pain
15,Estee Lauder,"Anyone who wants to achieve a dream must stay strong, focused and steady.",73,Pain
16,Publilius Syrus,"From the errors of others, a wise man corrects his own.",55,Pain
17,Tony Robbins,"Life is a gift, and it offers us the privilege, opportunity, and responsibility to give something back by becoming more.",120,Pain
18,George Bernard Shaw,Life isn't about finding yourself. Life is about creating yourself.,67,Pain
19,Eric Hoffer,People who bite the hand that feeds them usually lick the boot that kicks them.,79,Pain
20,Dale Carnegie,Success is getting what you want... Happiness is wanting what you get.,70,Pain
21,Og Mandino,Never settle for the crumbs of life.,36,Pain
22,Seneca,Time heals what reason cannot.  ,32,Pain
23,Alexander Pope,"Charms strike the sight, but merit wins the soul.",49,Pain
24,Lolly Daskal,Your vision will become clear only when you can look into your own heart.,73,Pain
25,Sydney Smith,Obstacles are those frightful things you see when you take your eyes off your goals.,84,Pain
26,Alexander Pope,If you want to know what God thinks about money just look at the people He gives it to.,87,Pain
27,Robert Collier,"If you see yourself as prosperous, you will be.",47,Pain
28,Coco Chanel,The most courageous act is still to think for yourself. Aloud.,62,Pain
29,Og Mandino,If I persist long enough I will win.,36,Pain
30,Theodore Roosevelt,The greatest doer must also be a great dreamer.,47,Pain
31,Denis Waitley,"Happiness is the spiritual experience of living every minute with love, grace and gratitude.",92,Pain
32,Dalai Lama,"If you want others to be happy, practice compassion. If you want to be happy, practice compassion.",98,Pain
33,Steve Maraboli,"If you hang out with chickens, you're going to cluck and if you hang out with eagles, you're going to fly.",106,Pain
34,Kahlil Gibran,"You may forget with whom you laughed, but you will never forget with whom you wept.  ",85,Pain
35,Robert Greene,"What kills the creative force is not age or lack of talent, but our own spirit, our own attitude.",97,Pain
36,Aristotle,It is during our darkest moments that we must focus to see the light.,69,Pain
37,Lolly Daskal,Do not allow your inner doubts to keep you from achieving what you can do.,74,Pain
38,Earl Nightingale,Your world is a living expression of how you are using and have used your mind.,79,Pain
39,Ronald Reagan,"We can't help everyone, but everyone can help someone.",54,Pain
40,Sun Tzu,Wheels of justice grind slow but grind fine.,44,Pain
41,Sathya Sai Baba,"Anger, ego, jealousy are the biggest diseases,Keep yourself aloof from these three diseases.",92,Pain
42,William Faulkner,"We must be free not because we claim freedom, but because we practice it.",73,Pain
43,Babe Ruth,Never let the fear of striking out keep you from playing the game.,66,Pain
44,Sathya Sai Baba,Being a good example is the best form of service.,49,Pain
45,Zen Proverb,Don't be afraid to go slowly. Be afraid of stopping.,52,Pain
46,Morgan Wootten,Leadership starts at the top.,29,Pain
47,Woody Allen,Talent is luck. The important thing in life is courage.,55,Pain
48,Virginia Woolf,"Growing up is losing some illusions, in order to acquire others.",64,Pain
49,Wayne Dyer,Go for it now. The future is promised to no one. ,49,Pain
0,Carlos Ruiz Zafon,"Over time, loneliness gets inside you and doesn't go away.",58,Past
1,Gilbert Chesterton,I am not absentminded. It is the presence of mind that makes me unaware of everything else.,91,Past
2,Seneca,We suffer more often in imagination than in reality.  ,54,Past
3,Sigmund Freud,"One day, in retrospect, the years of struggle will strike you as the most beautiful.",84,Past
4,Mahatma Gandhi,"Happiness is when what you think, what you say, and what you do are in harmony.",79,Past
5,Lolly Daskal,We become what we believe.,26,Past
6,Og Mandino,Nothing is easier than fault finding.,37,Past
7,Norman Vincent Peale,Throw your heart over the bar and your body will follow.,56,Past
8,Eckhart Tolle,The primary cause of unhappiness is never the situation but your thoughts about it.,83,Past
9,Alfred Adler,Courage is the willingness to engage in a risk-taking behavior regardless of whether the consequences are unknown or possibly adverse.,134,Past
10,Roy T. Bennett,"Life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.",112,Past
11,Paramahansa Yogananda,"If you cling to a certain thought with dynamic will power, it finally assumes a tangible outward form.",102,Past
12,Stephen King,"You can, you should, and if you're brave enough to start, you will.",67,Past
13,Dalai Lama,"In the practice of tolerance, one's enemy is the best teacher.",62,Past
14,Colin Powell,Remain calm. Be kind.,21,Past
15,Helen Keller,Keep your face to the sunshine and you cannot see the shadows.,62,Past
16,Helen Keller,The best and most beautiful things in the world cannot be seen or even touched - they must be felt with the heart.,114,Past
17,Ming-Dao Deng,It is secondary whether we choose belief or defiance. What is precious is that we are always able to choose.,108,Past
18,Robert Frost,The best way out is always through.,35,Past
19,Jiddu Krishnamurti,The idea of ourselves is our escape from the fact of what we really are.,72,Past
20,Colin Powell,Always show more kindness than seems necessary because the person receiving it needs it more than you will ever know.,117,Past
21,Robert Collier,Your chances of success in any undertaking can always be measured by your belief in yourself.,93,Past
22,Samuel Butler,Logic is like the sword ? those who appeal to it shall perish by it.,68,Past
23,Yoko Ono,You change the world by being yourself.,39,Past
24,Henry David Thoreau,Our truest life is when we are in dreams awake.,47,Past
25,Isaac Newton,Truth is the offspring of silence and meditation.,49,Past
26,Gilbert Chesterton,The traveler sees what he sees. The tourist sees what he has come to see.,73,Past
27,Robert Frost,Freedom lies in being bold.,27,Past
28,Thomas Edison,Opportunity is missed by most people because it is dressed in overalls and looks like work.,91,Past
29,Martin Luther,Everything that is done in the world is done by hope.,53,Past
30,Bob Dylan,"All I can do is be me, whoever that is.",39,Past
31,Mae West,"I never said it would be easy, I only said it would be worth it.",64,Past
32,Thomas Jefferson,He who knows best knows how little he knows.,44,Past
33,Conrad Hilton,"Success seems to be connected to action. Successful people keep moving. They make mistakes, but they don't quit.",112,Past
34,Alexander Pope,"Do good by stealth, and blush to find it fame.",46,Past
35,Brian Tracy,Do something to move yourself toward your major goal every day.,63,Past
36,Charles Spurgeon,"Our anxiety does not empty tomorrow of its sorrows, but only empties today of its strengths.",92,Past
37,Christopher McCandless,"Happiness is only real, when shared.",36,Past
38,Naval Ravikant,This is such a short and precious life that it's really important that you don't spend it being unhappy.,104,Past
39,Criss Jami,"A liar knows that he is a liar, but one who speaks mere portions of truth in order to deceive is a craftsman of destruction.",124,Past
40,Charles Swindoll,We are all faced with a series of great opportunities brilliantly disguised as impossible situations. ,102,Past
41,Charles Darwin,"What a book a devil's chaplain might write on the clumsy, wasteful, blundering, low, and horribly cruel work of nature!",119,Past
42,Henry Ford,Chop your own wood and it will warm you twice. ,47,Past
43,Stephen King,"Monsters are real, and ghosts are real too. They live inside us, and sometimes, they win.",89,Past
44,John D. Rockefeller,"Singleness of purpose is one of the chief essentials for success in life, no matter what may be one's aim.",106,Past
45,Denis Waitley,"Expect the best, plan for the worst, and prepare to be surprised. ",66,Past
46,Eleanor Roosevelt,Never allow a person to tell you no who doesn't have the power to say yes.,74,Past
47,Dan Brown,Sometimes a change of perspective is all it takes to see the light.,67,Past
48,Bob Proctor,If you do not get the chills when you set your goal you're not setting big enough goals.,88,Past
49,Sun Tzu,Be where your enemy is not.,27,Past
0,Barack Obama,Each path to knowledge involves different rules and these rules are not interchangeable.,88,Success
1,Beverly Sills,Art is the signature of civilizations. ,39,Success
2,Isaac Newton,Live your life as an exclamation rather than an explanation.,60,Success
3,Alan Watts,"It's better to have a short life that is full of what you like doing, than a long life spent in a miserable way.",112,Success
4,Elon Musk,"It's very important to like the people you work with, otherwise life and your job is gonna be quite miserable.",110,Success
5,Chinese Proverb,"The more acquaintances you have, the less you know them.",56,Success
6,Samuel Butler,"Every man's work, whether it be literature or music or pictures or architecture or anything else, is always a portrait of himself.",130,Success
7,Kamal Ravikant,"Real growth comes through intense, difficult, and challenging situations.",73,Success
8,Ming-Dao Deng,The wise accomplish all that they want without arousing the envy or scorn of others.,84,Success
9,Criss Jami,"If you build the guts to do something, anything, then you better save enough to face the consequences.",102,Success
10,Colin Powell,"Faults are yours to fix, not to curse.",38,Success
11,Shunryu Suzuki,Time goes from present to past.,31,Success
12,Bodhidharma,Freeing oneself from words is liberation. ,42,Success
13,Jack London,As one grows weaker one is less susceptible to suffering. There is less hurt because there is less to hurt.,107,Success
14,Stephen King,Fiction is the truth inside the lie.,36,Success
15,Bob Marley,Better to die fighting for freedom than be a prisoner all the days of your life.,80,Success
16,Og Mandino,"Make yourself so useful to other people, that they think you are irreplaceable.",79,Success
17,Henry Ford,"Thinking is the hardest work there is, which is probably the reason why so few engage in it.",92,Success
18,Jack Butcher,Information changes your mind. Action changes your circumstances.,65,Success
19,Babe Ruth,Never let the fear of striking out keep you from playing the game.,66,Success
20,Sathya Sai Baba,"You are not one person, but three: The one you think you are; The one others think you are; The one you really are.",115,Success
21,Eleanor Roosevelt,Light a candle instead of cursing the darkness.,47,Success
22,Steve Jobs,Remembering that you are going to die is the best way I know to avoid the trap of thinking you have something to lose.,118,Success
23,Christopher McCandless,"Happiness is only real, when shared.",36,Success
24,Earl Nightingale,"You do not read a book for the book's sake, but for your own.",61,Success
25,Adi Da Samraj,Everything eaten is killed. Every meal is a sacrifice.,54,Success
26,Gilbert Chesterton,Faith means believing the unbelievable.,39,Success
27,Socrates,"To find yourself, think for yourself.",37,Success
28,Margaret Mead,"Never doubt that a small group of thoughtful, committed citizens can change the world; indeed, it's the only thing that ever has.",129,Success
29,William James,"We are like islands in the sea, separate on the surface but connected in the deep.",82,Success
30,Jack Butcher,Changing minds is harder than finding people who already agree.,63,Success
31,Buddha,"Your work is to discover your work and then, with all your heart, to give yourself to it.",89,Success
32,Herodotus,The saddest aspect of life is that there is no one on earth whose happiness is such that he won't sometimes wish he were dead rather than alive.,144,Success
33,Og Mandino,"True wealth is of the heart, not of the purse.",46,Success
34,Simon Sinek,The only way to ?find out if it will work out' is to do it.,59,Success
35,Carlos Ruiz Zafon,"So long as we are being remembered, we remain alive.",52,Success
36,Carlos Ruiz Zafon,"The moment you stop to think about whether you love someone, you've already stopped loving that person forever.",111,Success
37,Bruce Lee,"Empty your mind, be formless.",29,Success
38,Earl Nightingale,We tend to live up to our expectations.,39,Success
39,Stephen Hawking,"However difficult life may seem, there is always something you can do and succeed at.",85,Success
40,Emily Dickinson,We turn not older with years but newer every day.,49,Success
41,Carol Burnett,"Words, once they are printed, have a life of their own.",55,Success
42,Napoleon Hill,Deliberately seek the company of people who influence you to think and act on building the life you desire.,107,Success
43,Norman Vincent Peale,One never does wrong by doing right.,36,Success
44,Jiddu Krishnamurti,The idea of ourselves is our escape from the fact of what we really are.,72,Success
45,Earl Nightingale,"We are all self-made, but only the successful will admit it.",60,Success
46,Earl Nightingale,Never give up on a dream just because of the time it will take to accomplish it. The time will pass anyway.,107,Success
47,Napoleon Hill,A goal is a dream with a deadline.,34,Success
48,Mary Engelbreit,Don't ever save anything for a special occasion. Being alive is the special occasion.,85,Success
49,Epictetus,"It is the nature of the wise to resist pleasures, but the foolish to be a slave to them.",88,Success
0,Bruce Lee,A wise man can learn more from a foolish question than a fool can learn from a wise answer.  ,93,Time
1,T.S. Eliot,"The journey, not the destination matters.",41,Time
2,Mahatma Gandhi,Change yourself - you are in control.,37,Time
3,Yoko Ono,Every drop in the ocean counts. ,32,Time
4,Kamal Ravikant,"It's easy to wish for health when you're sick.  When you're doing well, you need just as much vigilance.",104,Time
5,Nelson Mandela,"You can start changing our world for the better daily, no matter how small the action.",86,Time
6,Henry Ford,"Thinking is the hardest work there is, which is probably the reason why so few engage in it.",92,Time
7,John Carmack,"Focused, hard work is the real key to success.",46,Time
8,Wayne Dyer,You cannot always control what goes on outside. But you can always control what goes on inside. ,96,Time
9,Steve Maraboli,The right thing to do and the hard thing to do are usually the same.,68,Time
10,Tony Robbins,"Most people dabble their way through life, never deciding to master anything in particular.",91,Time
11,Sun Tzu,Wheels of justice grind slow but grind fine.,44,Time
12,Dale Carnegie,Talk to someone about themselves and they'll listen for hours.,62,Time
13,James Allen,They who have conquered doubt and fear have conquered failure.,62,Time
14,Jiddu Krishnamurti,The significance of life is living.,35,Time
15,Wayne Dyer,You'll see it when you believe it. ,35,Time
16,Jiddu Krishnamurti,Real learning comes about when the competitive spirit has ceased.,65,Time
17,Albus Dumbledore,"It's the unknown we fear when we look upon death and darkness, nothing more.",76,Time
18,F. Scott Fitzgerald,The world only exists in your eyes. You can make it as big or as small as you want.,83,Time
19,George Bernard Shaw,We don't stop playing because we grow old; we grow old because we stop playing.,79,Time
20,Mark Twain,The secret of getting ahead is getting started.,47,Time
21,Stephen Hawking,Life would be tragic if it weren't funny.,41,Time
22,Dogen,Life and death are of supreme importance. Time swiftly passes by and opportunity is lost.,89,Time
23,Theodore Roosevelt,The most important single ingredient in the formula of success is knowing how to get along with people.,103,Time
24,Estee Lauder,Be strong. Be confident. Be the star of your own life.,54,Time
25,Barack Obama,"it's important to make sure that we're talking with each other in a way that heals, not in a way that wounds.",109,Time
26,Denis Waitley,"Change the changeable, accept the unchangeable, and remove yourself from the unacceptable. ",91,Time
27,Sun Tzu,"It is easy to love your friend, but sometimes the hardest lesson to learn is to love your enemy.",96,Time
28,Lao Tzu,Care about what other people think and you will always be their prisoner.,73,Time
29,Theodore Roosevelt,The only man who never makes mistakes is the man who never does anything.,73,Time
30,Leonardo da Vinci,The greatest deception men suffer is from their own opinions.,61,Time
31,Tony Robbins,"For changes to be of any true value, they've got to be lasting and consistent.",78,Time
32,Will Rogers,Don't Let Yesterday Take Up Too Much Of Today.,46,Time
33,Zen Proverb,Your home is where your thoughts find peace.,44,Time
34,Criss Jami,"A liar knows that he is a liar, but one who speaks mere portions of truth in order to deceive is a craftsman of destruction.",124,Time
35,Nicolas Chamfort,It is children only who enjoy the present; their elders either live on the memory of the past or the hope of the future.,120,Time
36,Ray Bradbury,"Life is like underwear, should be changed twice a day.  ",56,Time
37,Unknown,Difficult roads often lead to beautiful destinations.,53,Time
38,St. Jerome,The friendship that can cease has never been real. ,51,Time
39,Vince Lombardi,Confidence is contagious. So is lack of confidence.,51,Time
40,Unknown,Greatest success comes just one step beyond the point at which defeat overtakes you.,84,Time
41,Criss Jami,Friends ask you questions; enemies question you.,48,Time
42,Theodore Roosevelt,"With self-discipline, almost anything is possible.",50,Time
43,Bob Proctor,If you do not get the chills when you set your goal you're not setting big enough goals.,88,Time
44,Naval Ravikant,"Study logic and math, because once you've mastered them, you won't fear any book.",81,Time
45,Criss Jami,"If ever you feel like an animal among men, be a lion.",53,Time
46,Alexander Graham Bell,When one door closes another door opens. ,41,Time
47,Jiddu Krishnamurti,It's beautiful to be alone. To be alone does not mean to be lonely. It means the mind is not influenced and contaminated by society.,132,Time
48,W. Clement Stone,Be careful the environment you choose for it will shape you; be careful the friends you choose for you will become like them.,125,Time
49,Audrey Hepburn,Nothing is impossible. The word itself says 'I'm possible!',59,Time
0,Og Mandino,Never settle for the crumbs of life.,36,Today
1,Eleanor Roosevelt,"You gain strength, courage and confidence by every experience in which you really stop to look fear in the face.",112,Today
2,Sun Tzu,"In the midst of chaos, there is also opportunity.",49,Today
3,Walt Disney,The way to get started is to quit talking and begin doing.,58,Today
4,Ronald Reagan,"There are no constraints on the human mind, no walls around the human spirit, no barriers to our progress except those we ourselves erect.",138,Today
5,Theodore Roosevelt,"If you could kick the person in the pants responsible for most of your trouble, you wouldn't sit for a month.",109,Today
6,Dogen,"A fool sees himself as another, but a wise man sees others as himself.",70,Today
7,Earl Nightingale,"Think how really precious is the time you have to spend, whether it's at work or with your family. Every minute should be enjoyed and savored.",142,Today
8,Leo Tolstoy,"When you love someone, you love the person as they are, and not as you'd like them to be.",89,Today
9,Dan Brown,Everything is possible. The impossible just takes longer.,57,Today
10,Isaac Newton,To arrive at the simplest truth requires years of contemplation.,64,Today
11,Amelia Earhart,It is best to begin at the beginning.,37,Today
12,Winston Churchill,"The farther backward you can look, the farther forward you are likely to see.",77,Today
13,Sun Tzu,Be where your enemy is not.,27,Today
14,G.I. Gurdjieff,"Man must use what he has, not hope for what is not.",51,Today
15,Les Brown,Act the way you want to be and soon you'll be the way you act.,62,Today
16,"Martin Luther King, Jr.",There can be no deep disappointment where there is not deep love.,65,Today
17,Les Brown,You don't get in life what you want; you get in life what you are.,66,Today
18,Chinese Proverb,A clear conscience never fears midnight knocking.,49,Today
19,Huang Po,When the fish is caught we pay no more attention to the trap.,61,Today
20,John Carmack,Focus is a matter of deciding what things you're not going to do.,65,Today
21,Vince Lombardi,"The harder you work, the harder it is to surrender.",51,Today
22,Barack Obama,A change is brought about because ordinary people do extraordinary things.,74,Today
23,Gilbert Chesterton,To forgive means pardoning the unpardonable.,44,Today
24,Bruce Lee,"The successful warrior is the average man, with laser-like focus.",65,Today
25,Margaret Mead,I was wise enough to never grow up while fooling most people into believing I had. ,83,Today
26,Euripides,One loyal friend is worth ten thousand relatives.,49,Today
27,Brian Tracy,The happiest people in the world are those who feel absolutely terrific about themselves.,89,Today
28,Jim Rohn,"Success is not to be pursued, it is to be attracted by the person you become.",77,Today
29,Dan Brown,The power of human thought grows exponentially with the number of minds that share that thought.,96,Today
30,George Bernard Shaw,Just do what must be done. This may not be happiness but it is greatness.,73,Today
31,Carlos Ruiz Zafon,Nothing important is learned; it is simply remembered.,54,Today
32,Benjamin Franklin,Well done is better than well said.,35,Today
33,Wayne Dyer,Conflict cannot survive without your participation. ,52,Today
34,Steve Maraboli,The right thing to do and the hard thing to do are usually the same.,68,Today
35,Elon Musk,"I think it's very important to have a feedback loop, where you're constantly thinking about what you've done and how you could be doing it better.",146,Today
36,Chinese Proverb,Better a diamond with a flaw than a pebble without one.,55,Today
37,Leonardo da Vinci,Learning never exhausts the mind. ,34,Today
38,Chinese Proverb,Teachers open the door. You enter by yourself. ,47,Today
39,Charlie Chaplin,We think too much and feel too little.,38,Today
40,Lao Tzu,"We shape clay into a pot, but it is the emptiness inside that holds whatever we want.",85,Today
41,"Martin Luther King, Jr.","The quality, not the longevity, of one's life is what is important.",67,Today
42,Dalai Lama,Take into account that great love and great achievements involve great risk.,76,Today
43,Ming-Dao Deng,"Help others for all the times that you have been ignored. Be kind to others, for all the times that you have been scorned.",122,Today
44,William James,"If you can change your mind, you can change your life.",54,Today
45,Criss Jami,To seek greatness is the only righteous vengeance.,50,Today
46,Wayne Gretzky,It's easier to lose than to win.  ,34,Today
47,Zen Proverb,The man who moved the mountain was the one who began carrying away the smallest stones.,87,Today
48,Robert Collier,If you don't make things happen then things will happen to you.,63,Today
49,Ming-Dao Deng,"Things cannot forever go downward. There are limits to everything?even the cold, and the darkness, and the wind, and the dying.",127,Today
0,Roy T. Bennett,"Instead of worrying about what you cannot control, shift your energy to what you can create.",92,Truth
1,Isaac Newton,The best way to understanding is a few good examples.,53,Truth
2,Eleanor Roosevelt,Do not stop thinking of life as an adventure.,45,Truth
3,Elon Musk,People should pursue what they're passionate about. That will make them happier than pretty much anything else.,111,Truth
4,Chinese Proverb,"It is not the knowing that is difficult, but the doing. ",56,Truth
5,Orison Swett Marden,Don't wait for extraordinary opportunities. Seize common occasions and make them great.,87,Truth
6,Mother Teresa,"Intense love does not measure, it just gives.",45,Truth
7,Criss Jami,Creative people are often found either disagreeable or intimidating by mediocrities.,84,Truth
8,Robin Sharma,"Change is hard at first, messy in the middle and gorgeous at the end.",69,Truth
9,Ayn Rand,Wealth is the product of man's capacity to think.,49,Truth
10,William Faulkner,You cannot swim for new horizons until you have courage to lose sight of the shore.,83,Truth
11,T.S. Eliot,Every moment is a fresh beginning.,34,Truth
12,Lin Yutang,The busy man is never wise and the wise man is never busy.,58,Truth
13,Confucius,Never do to others what you would not like them to do to you. ,62,Truth
14,William James,"When you have to make a choice and don't make it, that is in itself a choice.",77,Truth
15,Vincent van Gogh,Conscience is a man's compass. ,31,Truth
16,Celestine Chua,Problems remain as problems because people are busy defending them rather than finding solutions.,97,Truth
17,Zig Ziglar,"Rich people have small TVs and big libraries, and poor people have small libraries and big TVs.",95,Truth
18,Lolly Daskal,"The greater the impact you want to make, the greater your influence needs to be.",80,Truth
19,Jon Kabat-Zinn,It is indeed a radical act of love just to sit down and be quiet for a time by yourself.,88,Truth
20,Albus Dumbledore,"It matters not what someone is born, but what they grow to be.",62,Truth
21,Niccolo Machiavelli,Never was anything great achieved without danger.,49,Truth
22,Tony Robbins,"The more rejection you get, the better you are, the more you've learned, the closer you are to your outcome.",108,Truth
23,James Allen,"Our life is what our thoughts make it. A man will find that as he alters his thoughts toward things and other people, things and other people will alter towards him.",165,Truth
24,Jack Kerouac,"Life must be rich and full of loving-it's no good otherwise, no good at all, for anyone.  ",90,Truth
25,Lao Tzu,At the center of your being you have the answer; you know who you are and you know what you want.,97,Truth
26,Norman Vincent Peale,Believe in yourself! Have faith in your abilities! Without a humble but reasonable confidence in your own powers you cannot be successful or happy.,147,Truth
27,Marcus Aurelius,The best revenge is to be unlike him who performed the injury.,62,Truth
28,Vince Lombardi,The only place success comes before work is in the dictionary.,62,Truth
29,W. Clement Stone,Success is achieved and maintained by those who try and keep trying. ,69,Truth
30,Og Mandino,Nothing is easier than fault finding.,37,Truth
31,Chinese Proverb,Distant water does not put out a nearby fire.,45,Truth
32,Earl Nightingale,We tend to live up to our expectations.,39,Truth
33,Grace Coddington,Always keep your eyes open. Keep watching. Because whatever you see can inspire you.,84,Truth
34,Dogen,"If you want to see things just as they are, then you yourself must practice just as you are.",92,Truth
35,Og Mandino,"Make yourself so useful to other people, that they think you are irreplaceable.",79,Truth
36,Joan Rivers,I have no methods; all I do is accept people as they are.,57,Truth
37,Audrey Hepburn,The best thing to hold onto in life is each other.,50,Truth
38,Amelia Earhart,Adventure is worthwhile in itself.,34,Truth
39,Anne Frank,No one has ever become poor by giving.,38,Truth
40,Tony Robbins,"If you do what you've always done, you'll get what you've always gotten.",72,Truth
41,Steve Maraboli,The greatest step towards a life of simplicity is to learn to let go.,69,Truth
42,James Allen,You are today where your thoughts have brought you.,51,Truth
43,Chinese Proverb,"No matter how tall the mountain is, it cannot block the sun.",60,Truth
44,T.S. Eliot,"If you do not push the boundaries, you will never know where they are.",70,Truth
45,Tony Robbins,"Why live an ordinary life, when you can live an extraordinary one.",66,Truth
46,Vince Lombardi,Winners never quit and quitters never win.,42,Truth
47,Emily Dickinson,"Till it has loved, no man or woman can become itself.",53,Truth
48,Vince Lombardi,"It's not whether you get knocked down, its whether you get back up.",67,Truth
49,Zhuangzi,Do not use life to give life to death. Do not use death to bring death to life.,79,Truth
0,Roy T. Bennett,Be Brave and Take Risks: You need to have faith in yourself. Be brave and take risks. You don't have to have it all figured out to move forward.,144,Work
1,Napoleon Hill,A Quitter never wins ? and ? a Winner never quits.,50,Work
2,Jim Rohn,Take care of your body. It's the only place you have to live.,61,Work
3,Kamal Ravikant,"If there's a definition of freedom, I think it's this: living life on your terms.",81,Work
4,Colin Powell,Always show more kindness than seems necessary because the person receiving it needs it more than you will ever know.,117,Work
5,James Allen,A person is only by the thoughts that he chooses.,49,Work
6,Zig Ziglar,Some people find fault like there is a reward for it.  ,55,Work
7,Henry Ford,"Failure is simply the opportunity to begin again, this time more intelligently.",79,Work
8,Jonathan Swift,"Blessed is he who expects nothing, for he shall be disappointed.",64,Work
9,Lolly Daskal,Becoming a great leader doesn't mean being perfect. it means living with your imperfections.,92,Work
10,Henry Ford,"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.",114,Work
11,Robin Sharma,Investing in yourself is the best investment you will ever make.,64,Work
12,Alexandre Dumas,"Never fear quarrels, but seek hazardous adventures.",51,Work
13,Mark Twain,The secret of getting ahead is getting started.,47,Work
14,Judy Garland,"I can live without money, but I cannot live without love.",57,Work
15,Dr. Seuss,"Today you are you, that is truer than true. There is no one alive who is you-er than you.",89,Work
16,Roy T. Bennett,Be mindful. Be grateful. Be positive. Be true. Be kind.,55,Work
17,Bob Marley,"Emancipate yourself from mental slavery, none but ourselves can free our mind.",78,Work
18,Sun Tzu,"A leader leads by example, not by force.",40,Work
19,Sun Tzu,"If you are far from the enemy, make him believe you are near.",61,Work
20,James Allen,"As a man thinketh in his heart, so shall he be.",47,Work
21,Kamal Ravikant,Darkness is the absence of light.,33,Work
22,Emily Dickinson,"If I can stop one heart from breaking, I shall not live in vain.",64,Work
23,Ayn Rand,An inventor is a man who asks Why? of the universe and lets nothing stand between the answer and his mind.,106,Work
24,Joan Rivers,Life goes by fast. Enjoy it. Calm down. It's all funny.,55,Work
25,Roy T. Bennett,"Pursue what catches your heart, not what catches your eyes.",59,Work
26,Mother Teresa,Peace begins with a smile.,26,Work
27,Theodore Roosevelt,"When you're at the end of your rope, tie a knot and hold on.",60,Work
28,"Martin Luther King, Jr.",There can be no deep disappointment where there is not deep love.,65,Work
29,George Washington,Human happiness and moral duty are inseparably connected. ,58,Work
30,Meister Eckhart,The price of inaction is far greater than the cost of making a mistake.,71,Work
31,Jim Rohn,"Formal education will make you a living, self-education will make you a fortune.",80,Work
32,Brian Tracy,Do something to move yourself toward your major goal every day.,63,Work
33,Audrey Hepburn,Nothing is impossible. The word itself says 'I'm possible!',59,Work
34,Seungsahn,"When reading, only read. When eating, only eat. When thinking, only think.",74,Work
35,Henry David Thoreau,Disobedience is the true foundation of liberty. The obedient must be slaves.,76,Work
36,Robin Sharma,Mistake is a mistake only if you make it twice.,47,Work
37,Roy T. Bennett,"Life is too short to waste your time on people who don't respect, appreciate, and value you.",92,Work
38,Bob Proctor,You are the only problem you will ever have and you are the only solution.,74,Work
39,Winston Churchill,"To improve is to change, so to be perfect is to change often.",61,Work
40,Tony Robbins,"As soon as you truly commit to making something happen, the ?how' will reveal itself.",85,Work
41,Winston Churchill,"Success is not final, failure is not fatal: it is the courage to continue that counts.",86,Work
42,Robin Williams,You're only given a little spark of madness. You mustn't lose it.,65,Work
